,Date,Category,Section,Headline,Subheader,Term,URL
1534,2021-04-05,US New,Politics,"Asa Hutchinson, G.O.P. Governor of Arkansas, Vetoes Anti-Transgender Bill","The bill, which could still be enacted if state legislators override the governor’s veto, would make it illegal for transgender minors to receive gender-affirming medication or surgery.",Transgender,/2021/04/05/us/politics/asa-hutchinson-veto-transgender-bill.html?searchResultPosition=120
1535,2021-04-05,Misc,Opinion,Transgender Childhood Is Not a ‘Trend’,"As far back as historians have found evidence of transgender people, they’ve found transgender children.",Transgender,/2021/04/05/opinion/transgender-children.html?searchResultPosition=117
1536,2021-04-06,Arts,The Learning Network,What Is Your Gender Identity?,"Tell us how you’ve come to understand your gender identity, and what it means to you.",Other,/2021/04/06/learning/what-is-your-gender-identity.html?searchResultPosition=205
1537,2021-04-06,Misc,Podcasts,Transcript: Ezra Klein Interviews Helen Andrews and Jill Filipovic,The April 6 episode of “The Ezra Klein Show.”,Other,/2021/04/06/podcasts/ezra-klein-podcast-andrews-filipovic-transcript.html?searchResultPosition=545
1538,2021-04-06,Misc,Letters,‘We Cannot Picture Auschwitz’,A Holocaust researcher says art can bring us closer to the terror. Also: Figure skating for Black girls; remote work; transgender children and sports.,Transgender,/2021/04/06/opinion/letters/auschwitz-paintings.html?searchResultPosition=188
1539,2021-04-07,Misc,Opinion,Keeping Trans Kids From Medicine Doesn’t Make Them Disappear,Treating trans children isn’t an “experiment.” The experiment is making it impossible for these young people to become themselves.,Other,/2021/04/07/opinion/antitrans-bills-children-puberty-arkansas-visibility.html?searchResultPosition=157
1540,2021-04-08,US New,Politics,Asa Hutchinson on Arkansas’s Anti-Trans Law and the G.O.P. Culture Wars,"The state’s Republican governor, who recently vetoed an anti-transgender bill only to be overridden by the legislature, spoke to The Times about why his party has “got to show greater compassion.”",Transgender,/2021/04/08/us/politics/asa-hutchinson-arkansas-transgender-law.html?searchResultPosition=155
1541,2021-04-08,Misc,Opinion,How Trans Children Became a Political Football,"The legislative push to restrict their rights isn’t new, but it’s gained more force in 2021.",Other,/2021/04/08/opinion/transgender-children-sports-medical.html?searchResultPosition=153
1542,2021-04-08,US New,Politics,Caitlyn Jenner Is Exploring a Run for Governor of California,"Ms. Jenner, a prominent transgender activist and former Olympian, is leaning toward challenging Gov. Gavin Newsom in a possible recall election, according to people familiar with her thinking.",Transgender,/2021/04/08/us/politics/caitlyn-jenner-governor-california.html?searchResultPosition=154
1543,2021-04-10,Misc,Sunday Review,Republicans Have Found Their Cruel New Culture War,Arkansas lawmakers’ move against trans people reflects a larger strategy.,Other,/2021/04/10/opinion/sunday/transgender-rights-republicans-arkansas.html?searchResultPosition=150
1544,2021-04-12,Sports,College Basketball,"N.C.A.A. Responds, Tentatively, to Transgender Athlete Bans","L.G.B.T.Q. advocates have pressed the N.C.A.A. to move events from states considering such laws, but so far the organization has stopped short.",Transgender,/2021/04/12/sports/ncaabasketball/ncaa-transgender-athletes.html?searchResultPosition=121
1545,2021-04-15,US New,Politics,Alabama and North Dakota pass bills barring transgender girls and women from playing on female teams.,"Republican lawmakers in more than 30 states have introduced dozens of measures this year, the highest number of anti-transgender bills ever filed in a single year.",Transgender,/2021/04/15/us/politics/alabama-and-north-dakota-transgender-sports-ban.html?searchResultPosition=119
1546,2021-04-17,US New,Politics,"Danica Roem, a Pathbreaking Lawmaker, on the Fight for Trans Rights","Ms. Roem, a Virginia delegate who in 2018 became the first openly transgender legislator in the country, spoke with The Times about Republicans’ anti-trans crusade and how Democrats can push back.",Transgender,/2021/04/17/us/politics/danica-roem-transgender-rights.html?searchResultPosition=115
1547,2021-04-20,Misc,The Daily,A Wave of Anti-Transgender Legislation,"Across the U.S., dozens of bills have been proposed that aim to restrict the lives of transgender youth. What’s in those bills? And why are they being introduced?",Transgender,/2021/04/20/podcasts/the-daily/transgender-girls-sports-republicans.html?searchResultPosition=108
1548,2021-04-21,US New,U.S.,Arizona Governor Vetoes Bill Restricting L.G.B.T.Q. Education,"The Republican governor said the legislation, which would restrict lessons on sexual orientation and gender identity, was “overly broad and vague.”",Other,/2021/04/21/us/doug-ducey-gender-sexual-orientation-aids-lgbtq.html?searchResultPosition=134
1549,2021-04-22,US New,U.S.,Biden administration withdraws Trump-era proposal restricting transgender people in homeless shelters.,"The action is a stark change in policy at HUD, where then-Secretary Ben Carson once expressed concerns about “big, hairy men” gaining access to women’s shelters.",Transgender,/2021/04/22/us/transgender-homeless-biden-trump.html?searchResultPosition=112
1550,2021-04-23,US New,Politics,Caitlyn Jenner Announces Run for California Governor,"Ms. Jenner, a Republican former Olympian and transgender activist, said on Friday that she was running to challenge Gov. Gavin Newsom, a Democrat facing an all but certain recall election.",Transgender,/2021/04/23/us/politics/caitlyn-jenner-california-governor.html?searchResultPosition=130
1551,2021-04-27,US New,U.S.,Transgender and Nonbinary Teens Share Their Stories in New Book Series,"Written by four teenagers, the books aim to open up conversations about young people who are transgender or nonbinary.",Transgender,/2021/04/27/us/transgender-teens-books.html?searchResultPosition=107
1552,2021-04-29,US New,Politics,Biden’s Speech to Congress: Full Transcript,"President Biden unveiled a major proposal to invest in education and families, describing it as “a blue-collar blueprint to build America.”",Other,/2021/04/29/us/politics/joe-biden-speech-transcript.html?searchResultPosition=543
1553,2021-04-29,US New,Americas,‘They Call It Social Cleansing’: Court May Force Honduras to Better Protect Trans People,"Outraged by a long-ignored slaying in Honduras, lawyers are urging a human rights court in Central America to force governments to better protect transgender people in a region where they are targets.",Transgender,/2021/04/29/world/americas/honduras-transgender-rights.html?searchResultPosition=126
1554,2021-05-07,Science,Health,"In Covid Vaccine Data, L.G.B.T.Q. People Fear Invisibility","Few states collect sexual orientation or gender identity data, so no one knows how many people in some communities are getting vaccinated.",Other,/2021/05/07/health/coronavirus-lgbtq.html?searchResultPosition=116
1555,2021-05-08,US New,Politics,‘This Is Politics’: Dr. Rachel Levine’s Rise as Transgender Issues Gain Prominence.,President Biden’s assistant secretary for health is the highest-ranking openly transgender person ever to serve in the federal government.,Transgender,/2021/05/08/us/politics/rachel-levine-transgender.html?searchResultPosition=103
1556,2021-05-10,US New,Politics,Biden Administration Restores Rights for Transgender Patients,Officials invited people subject to health care discrimination to file complaints. But formal rule-making will be needed before a Trump-era policy can be fully reversed.,Transgender,/2021/05/10/us/politics/biden-transgender-patient-protections.html?searchResultPosition=99
1557,2021-05-10,Misc,T Magazine,Makeup Is for Everyone,"Now that people of all genders have embraced the rituals of beauty, once seemingly reserved only for women, what does it mean to adorn our faces?",Other,/2021/05/10/t-magazine/men-makeup-gender-norms.html?searchResultPosition=114
1558,2021-05-10,US New,U.S.,U.S. Lutheran Church Elects Its First Openly Transgender Bishop,The Rev. Megan Rohrer was elected to lead a synod that includes about 200 Lutheran congregations in Northern and Central California.,Transgender,/2021/05/10/us/megan-rohrer-transgender-bishop.html?searchResultPosition=104
1559,2021-05-11,Life,Family,What Are Puberty Blockers?,Recent conservative legislation has targeted a class of drugs used to treat transgender adolescents. But what do these drugs actually do?,Transgender,/2021/05/11/well/family/what-are-puberty-blockers.html?searchResultPosition=113
1560,2021-05-11,World News,World,These Three Feminists Are Changing Argentina From the Inside,"Paying women for unpaid work at home. Delivering food to transgender people. Building day care centers. Bit by bit, these women, appointed by the president to high-ranking positions, are restructuring society.",Transgender,/2021/05/11/world/feminists-argentina-government.html?searchResultPosition=503
1561,2021-05-13,Misc,Opinion,Inside the Republican Anti-Transgender Machine,A.C.L.U. attorney Chase Strangio on the coordinated strategy behind the more than 100 anti-transgender bills introduced this year.,Transgender,/2021/05/13/opinion/sway-kara-swisher-chase-strangio.html?searchResultPosition=97
1562,2021-05-13,World News,Africa,Cameroon Sentences Transgender Women to 5 Years in Prison,Human rights groups and lawyers said the sentences are the latest examples of a crackdown on homosexual and transgender people in Cameroon.,Transgender,/2021/05/13/world/africa/cameroon-transgender-women-sentenced-crackdown.html?searchResultPosition=98
1563,2021-05-14,Arts,Style,Richie Shazam Is a ‘Multi-Hyphenated Renaissance Woman’,"The model, photographer and activist is a host of “Shine True,” a reality show on transgender young adults.",Transgender,/2021/05/14/style/richie-shazam-is-a-multi-hyphenated-renaissance-woman.html?searchResultPosition=111
1564,2021-05-16,US New,U.S.,Bucknell Investigating ‘Horrific’ Harassment of L.G.B.T.Q. Students,"The university said a group of men tried to enter a house for gay, lesbian, bisexual and transgender students last week. Residents said they were terrified and traumatized by the episode.",Transgender,/2021/05/16/us/bucknell-university-lgbtq-harassment.html?searchResultPosition=293
1565,2021-05-20,US New,U.S.,Tennessee Bans Hormone Treatments for Transgender Children,The measure signed by Gov. Bill Lee makes it illegal to give prepubescent minors the gender-confirming treatments — a practice some experts have said is not in use.,Transgender,/2021/05/20/us/tennessee-transgender-hormone-treatment.html?searchResultPosition=87
1566,2021-06-01,Misc,Magazine,X is the Best Letter in the Alphabet,It’s now used to indicate sex and gender beyond the binary. But X has always been powerful.,Other,/2021/06/01/magazine/letter-x.html?searchResultPosition=95
1567,2021-06-01,Sports,Olympics,‘For My People’: A Transgender Woman Pursues an Olympic Dream,"CeCe Telfer, the first openly transgender woman to win an N.C.A.A. title, is aiming to qualify for the U.S. Olympic trials in the 400-meter hurdles. Her biggest obstacle, for now, is a lack of training facilities.",Transgender,/2021/06/01/sports/olympics/cece-telfer-olympic-trials.html?searchResultPosition=79
